,序號,薪水,學歷要求
3812,3813,95000,大學
3813,3814,54000,大學
3818,3819,51500,專科
3819,3820,130000,大學
3820,3821,40000,高中
3821,3822,55769,大學
3824,3825,45000,大學
3826,3827,155000,專科
3828,3829,37500,大學
3831,3832,61538,大學
3837,3838,59500,大學
3838,3839,55000,高中
3839,3840,50000,專科
3842,3843,84615,大學
3844,3845,95000,大學
3845,3846,54000,大學
3850,3851,51500,專科
3851,3852,130000,大學
3852,3853,40000,高中
3853,3854,55769,大學
3856,3857,45000,大學
3858,3859,155000,專科
3860,3861,37500,大學
3863,3864,61538,大學
3869,3870,59500,大學
3870,3871,55000,高中
3871,3872,50000,專科
3874,3875,84615,大學
3876,3877,95000,大學
3877,3878,54000,大學
3882,3883,51500,專科
3883,3884,130000,大學
3884,3885,40000,高中
3885,3886,55769,大學
3888,3889,45000,大學
3890,3891,155000,專科
3892,3893,37500,大學
3895,3896,61538,大學
3901,3902,59500,大學
3902,3903,55000,高中
3903,3904,50000,專科
3906,3907,84615,大學
3908,3909,95000,大學
3909,3910,54000,大學
3914,3915,51500,專科
3915,3916,130000,大學
3916,3917,40000,高中
3917,3918,55769,大學
3920,3921,45000,大學
3922,3923,155000,專科
3924,3925,37500,大學
3927,3928,61538,大學
3933,3934,59500,大學
3934,3935,55000,高中
3935,3936,50000,專科
3938,3939,84615,大學
3940,3941,95000,大學
3941,3942,54000,大學
3946,3947,51500,專科
3947,3948,130000,大學
3948,3949,40000,高中
3949,3950,55769,大學
3952,3953,45000,大學
3954,3955,155000,專科
3956,3957,37500,大學
3959,3960,61538,大學
3965,3966,59500,大學
3966,3967,55000,高中
3967,3968,50000,專科
3970,3971,84615,大學
3972,3973,95000,大學
3973,3974,54000,大學
3978,3979,51500,專科
3979,3980,130000,大學
3980,3981,40000,高中
3981,3982,55769,大學
3984,3985,45000,大學
3986,3987,155000,專科
3988,3989,37500,大學
3991,3992,61538,大學
3997,3998,59500,大學
3998,3999,55000,高中
3999,4000,50000,專科
4002,4003,84615,大學
4004,4005,95000,大學
4005,4006,54000,大學
4010,4011,51500,專科
4011,4012,130000,大學
4012,4013,40000,高中
4013,4014,55769,大學
4016,4017,45000,大學
4018,4019,155000,專科
4020,4021,37500,大學
4023,4024,61538,大學
4029,4030,59500,大學
4030,4031,55000,高中
4031,4032,50000,專科
4034,4035,84615,大學
4036,4037,95000,大學
4037,4038,54000,大學
4042,4043,51500,專科
4043,4044,130000,大學
4044,4045,40000,高中
4045,4046,55769,大學
4048,4049,45000,大學
4050,4051,155000,專科
4052,4053,37500,大學
4055,4056,61538,大學
4061,4062,59500,大學
4062,4063,55000,高中
4063,4064,50000,專科
4066,4067,84615,大學
4068,4069,95000,大學
4069,4070,54000,大學
4074,4075,51500,專科
4075,4076,130000,大學
4076,4077,40000,高中
4077,4078,55769,大學
4080,4081,45000,大學
4082,4083,155000,專科
4084,4085,37500,大學
4087,4088,61538,大學
4093,4094,59500,大學
4094,4095,55000,高中
4095,4096,50000,專科
4098,4099,84615,大學
4100,4101,95000,大學
4101,4102,54000,大學
4106,4107,51500,專科
4107,4108,130000,大學
4108,4109,40000,高中
4109,4110,55769,大學
4112,4113,45000,大學
4114,4115,155000,專科
4116,4117,37500,大學
4119,4120,61538,大學
4125,4126,59500,大學
4126,4127,55000,高中
4127,4128,50000,專科
4130,4131,84615,大學
4132,4133,95000,大學
4133,4134,54000,大學
4138,4139,51500,專科
4139,4140,130000,大學
4140,4141,40000,高中
4141,4142,55769,大學
4144,4145,45000,大學
4146,4147,155000,專科
4148,4149,37500,大學
4151,4152,61538,大學
4157,4158,59500,大學
4158,4159,55000,高中
4159,4160,50000,專科
4162,4163,84615,大學
4164,4165,95000,大學
4165,4166,54000,大學
4170,4171,51500,專科
4171,4172,130000,大學
4172,4173,40000,高中
4173,4174,55769,大學
4176,4177,45000,大學
4178,4179,155000,專科
4180,4181,37500,大學
4183,4184,61538,大學
4189,4190,59500,大學
4190,4191,55000,高中
4191,4192,50000,專科
4194,4195,84615,大學
4196,4197,95000,大學
4197,4198,54000,大學
4202,4203,51500,專科
4203,4204,130000,大學
4204,4205,40000,高中
4205,4206,55769,大學
4208,4209,45000,大學
4210,4211,155000,專科
4212,4213,37500,大學
4215,4216,61538,大學
4221,4222,59500,大學
4222,4223,55000,高中
4223,4224,50000,專科
4226,4227,84615,大學
4228,4229,95000,大學
4229,4230,54000,大學
4234,4235,51500,專科
4235,4236,130000,大學
4236,4237,40000,高中
4237,4238,55769,大學
4240,4241,45000,大學
4242,4243,155000,專科
4244,4245,37500,大學
4247,4248,61538,大學
4253,4254,59500,大學
4254,4255,55000,高中
4255,4256,50000,專科
4258,4259,84615,大學
4260,4261,95000,大學
4261,4262,54000,大學
4266,4267,51500,專科
4267,4268,130000,大學
4268,4269,40000,高中
4269,4270,55769,大學
4272,4273,45000,大學
4274,4275,155000,專科
4276,4277,37500,大學
4279,4280,61538,大學
4285,4286,59500,大學
4286,4287,55000,高中
4287,4288,50000,專科
4290,4291,84615,大學
4292,4293,95000,大學
4293,4294,54000,大學
4298,4299,51500,專科
4299,4300,130000,大學
4300,4301,40000,高中
4301,4302,55769,大學
4304,4305,45000,大學
4306,4307,155000,專科
4308,4309,37500,大學
4311,4312,61538,大學
4317,4318,59500,大學
4318,4319,55000,高中
4319,4320,50000,專科
4322,4323,84615,大學
4324,4325,95000,大學
4325,4326,54000,大學
4330,4331,51500,專科
4331,4332,130000,大學
4332,4333,40000,高中
4333,4334,55769,大學
4336,4337,45000,大學
4338,4339,155000,專科
4340,4341,37500,大學
4343,4344,61538,大學
4349,4350,59500,大學
4350,4351,55000,高中
4351,4352,50000,專科
4354,4355,84615,大學
4356,4357,95000,大學
4357,4358,54000,大學
4362,4363,51500,專科
4363,4364,130000,大學
4364,4365,40000,高中
4365,4366,55769,大學
4368,4369,45000,大學
4370,4371,155000,專科
4372,4373,37500,大學
4375,4376,61538,大學
4381,4382,59500,大學
4382,4383,55000,高中
4383,4384,50000,專科
4386,4387,84615,大學
4388,4389,95000,大學
4389,4390,54000,大學
4394,4395,51500,專科
4395,4396,130000,大學
4396,4397,40000,高中
4397,4398,55769,大學
4398,4399,92307,大學
4401,4402,69230,大學
4403,4404,48500,大學
4405,4406,92307,大學
4406,4407,42500,專科
4407,4408,92307,大學
4410,4411,58000,不拘
4412,4413,40000,大學
4413,4414,70000,專科
4416,4417,39500,高中
4418,4419,57500,專科
4420,4421,47500,高中
4422,4423,59500,專科
4423,4424,57692,碩士
4424,4425,45000,大學
4425,4426,60000,大學
4426,4427,68000,高中
4427,4428,55000,大學
4428,4429,92307,大學
4431,4432,69230,大學
4433,4434,48500,大學
4435,4436,92307,大學
4436,4437,42500,專科
4437,4438,92307,大學
4440,4441,58000,不拘
4442,4443,40000,大學
4443,4444,70000,專科
4446,4447,39500,高中
4448,4449,57500,專科
4450,4451,47500,高中
4452,4453,59500,專科
4453,4454,57692,碩士
4454,4455,45000,大學
4455,4456,60000,大學
4456,4457,68000,高中
4457,4458,55000,大學
4458,4459,92307,大學
4461,4462,69230,大學
4463,4464,48500,大學
4465,4466,92307,大學
4466,4467,42500,專科
4467,4468,92307,大學
4470,4471,58000,不拘
4472,4473,40000,大學
4473,4474,70000,專科
4476,4477,39500,高中
4478,4479,57500,專科
4480,4481,47500,高中
4482,4483,59500,專科
4483,4484,57692,碩士
4484,4485,45000,大學
4485,4486,60000,大學
4486,4487,68000,高中
4487,4488,55000,大學
4488,4489,92307,大學
4491,4492,69230,大學
4493,4494,48500,大學
4495,4496,92307,大學
4496,4497,42500,專科
4497,4498,92307,大學
4500,4501,58000,不拘
4502,4503,40000,大學
4503,4504,70000,專科
4506,4507,39500,高中
4508,4509,57500,專科
4510,4511,47500,高中
4512,4513,59500,專科
4513,4514,57692,碩士
4514,4515,45000,大學
4515,4516,60000,大學
4516,4517,68000,高中
4517,4518,55000,大學
4518,4519,92307,大學
4521,4522,69230,大學
4523,4524,48500,大學
4525,4526,92307,大學
4526,4527,42500,專科
4527,4528,92307,大學
4530,4531,58000,不拘
4532,4533,40000,大學
4533,4534,70000,專科
4536,4537,39500,高中
4538,4539,57500,專科
4540,4541,47500,高中
4542,4543,59500,專科
4543,4544,57692,碩士
4544,4545,45000,大學
4545,4546,60000,大學
4546,4547,68000,高中
4547,4548,55000,大學
4548,4549,92307,大學
4551,4552,69230,大學
4553,4554,48500,大學
4555,4556,92307,大學
4556,4557,42500,專科
4557,4558,92307,大學
4560,4561,58000,不拘
4562,4563,40000,大學
4563,4564,70000,專科
4566,4567,39500,高中
4568,4569,57500,專科
4570,4571,47500,高中
4572,4573,59500,專科
4573,4574,57692,碩士
4574,4575,45000,大學
4575,4576,60000,大學
4576,4577,68000,高中
4577,4578,55000,大學
4578,4579,92307,大學
4581,4582,69230,大學
4583,4584,48500,大學
4585,4586,92307,大學
4586,4587,42500,專科
4587,4588,92307,大學
4590,4591,58000,不拘
4592,4593,40000,大學
4593,4594,70000,專科
4596,4597,39500,高中
4598,4599,57500,專科
4600,4601,47500,高中
4602,4603,59500,專科
4603,4604,57692,碩士
4604,4605,45000,大學
4605,4606,60000,大學
4606,4607,68000,高中
4607,4608,55000,大學
4608,4609,92307,大學
4611,4612,69230,大學
4613,4614,48500,大學
4615,4616,92307,大學
4616,4617,42500,專科
4617,4618,92307,大學
4620,4621,58000,不拘
4622,4623,40000,大學
4623,4624,70000,專科
4626,4627,39500,高中
4628,4629,57500,專科
4630,4631,47500,高中
4632,4633,59500,專科
4633,4634,57692,碩士
4634,4635,45000,大學
4637,4638,45000,高中
4639,4640,60000,專科
4644,4645,30797,專科
4649,4650,42500,專科
4650,4651,34000,大學
4656,4657,56000,大學
4659,4660,57500,大學
4664,4665,76923,不拘
4668,4669,45000,高中
4670,4671,60000,專科
4675,4676,30797,專科
4680,4681,42500,專科
4681,4682,34000,大學
4687,4688,56000,大學
4690,4691,57500,大學
4695,4696,76923,不拘
4699,4700,45000,高中
4701,4702,60000,專科
4706,4707,30797,專科
4711,4712,42500,專科
4712,4713,34000,大學
4718,4719,56000,大學
4721,4722,57500,大學
4726,4727,76923,不拘
4730,4731,45000,高中
4732,4733,60000,專科
4737,4738,30797,專科
4742,4743,42500,專科
4743,4744,34000,大學
4749,4750,56000,大學
4752,4753,57500,大學
4757,4758,76923,不拘
4761,4762,45000,高中
4763,4764,60000,專科
4768,4769,30797,專科
4773,4774,42500,專科
4774,4775,34000,大學
4780,4781,56000,大學
4783,4784,57500,大學
4788,4789,76923,不拘
4792,4793,45000,高中
4794,4795,60000,專科
4799,4800,30797,專科
4804,4805,42500,專科
4805,4806,34000,大學
4811,4812,56000,大學
4814,4815,57500,大學
4819,4820,76923,不拘
4823,4824,45000,高中
4825,4826,60000,專科
4830,4831,30797,專科
4835,4836,42500,專科
4836,4837,34000,大學
4842,4843,56000,大學
4845,4846,57500,大學
4850,4851,76923,不拘
4854,4855,45000,高中
4856,4857,60000,專科
4861,4862,30797,專科
4866,4867,42500,專科
4867,4868,34000,大學
4873,4874,56000,大學
4876,4877,57500,大學
4881,4882,76923,不拘
4885,4886,45000,高中
4887,4888,60000,專科
4892,4893,30797,專科
4897,4898,42500,專科
4898,4899,34000,大學
4904,4905,56000,大學
4907,4908,57500,大學
4912,4913,76923,不拘
4916,4917,45000,高中
4918,4919,60000,專科
4923,4924,30797,專科
4928,4929,42500,專科
4929,4930,34000,大學
4935,4936,56000,大學
4938,4939,57500,大學
4943,4944,76923,不拘
4947,4948,45000,高中
4949,4950,60000,專科
4954,4955,30797,專科
4959,4960,42500,專科
4960,4961,34000,大學
4966,4967,56000,大學
4969,4970,57500,大學
4974,4975,76923,不拘
4978,4979,45000,高中
4980,4981,60000,專科
4985,4986,30797,專科
4990,4991,42500,專科
4991,4992,34000,大學
4997,4998,56000,大學
5000,5001,57500,大學
5005,5006,76923,不拘
5009,5010,45000,高中
5011,5012,60000,專科
5016,5017,30797,專科
5021,5022,42500,專科
5022,5023,34000,大學
5028,5029,56000,大學
5031,5032,57500,大學
5036,5037,76923,不拘
5040,5041,45000,高中
5042,5043,60000,專科
5047,5048,30797,專科
5052,5053,42500,專科
5053,5054,34000,大學
5059,5060,56000,大學
5062,5063,57500,大學
5067,5068,76923,不拘
5071,5072,45000,高中
5073,5074,60000,專科
5078,5079,30797,專科
5083,5084,42500,專科
5084,5085,34000,大學
5090,5091,56000,大學
5093,5094,57500,大學
5098,5099,76923,不拘
5102,5103,45000,高中
5104,5105,60000,專科
5109,5110,30797,專科
5114,5115,42500,專科
5115,5116,34000,大學
5121,5122,56000,大學
5124,5125,57500,大學
5129,5130,76923,不拘
5133,5134,45000,高中
5135,5136,60000,專科
5140,5141,30797,專科
5145,5146,42500,專科
5146,5147,34000,大學
5152,5153,56000,大學
5155,5156,57500,大學
5160,5161,76923,不拘
5164,5165,45000,高中
5166,5167,60000,專科
5171,5172,30797,專科
5176,5177,42500,專科
5177,5178,34000,大學
5183,5184,56000,大學
5186,5187,57500,大學
5191,5192,76923,不拘
5195,5196,45000,高中
5197,5198,60000,專科
5202,5203,30797,專科
5207,5208,42500,專科
5208,5209,34000,大學
5214,5215,56000,大學
5217,5218,57500,大學
5222,5223,76923,不拘
5226,5227,45000,高中
5228,5229,60000,專科
5233,5234,30797,專科
5238,5239,42500,專科
5239,5240,34000,大學
5245,5246,56000,大學
5248,5249,57500,大學
5253,5254,76923,不拘
5257,5258,45000,高中
5259,5260,60000,專科
5264,5265,30797,專科
5269,5270,42500,專科
5270,5271,34000,大學
5276,5277,56000,大學
5279,5280,57500,大學
5284,5285,76923,不拘
5288,5289,45000,高中
5290,5291,60000,專科
5295,5296,30797,專科
5300,5301,42500,專科
5301,5302,34000,大學
5307,5308,56000,大學
5310,5311,57500,大學
5315,5316,76923,不拘
5319,5320,45000,高中
5321,5322,60000,專科
5326,5327,30797,專科
5331,5332,42500,專科
5332,5333,34000,大學
5338,5339,56000,大學
5341,5342,57500,大學
5346,5347,76923,不拘
5350,5351,45000,高中
5352,5353,60000,專科
5357,5358,30797,專科
5362,5363,42500,專科
5363,5364,34000,大學
5369,5370,56000,大學
5372,5373,57500,大學
5377,5378,76923,不拘
5381,5382,45000,高中
5383,5384,60000,專科
5388,5389,30797,專科
5393,5394,42500,專科
5394,5395,34000,大學
5400,5401,56000,大學
5403,5404,57500,大學
5408,5409,76923,不拘
5412,5413,45000,高中
5414,5415,60000,專科
5419,5420,30797,專科
5424,5425,42500,專科
5425,5426,34000,大學
5431,5432,56000,大學
5434,5435,57500,大學
5439,5440,76923,不拘
5443,5444,45000,高中
5445,5446,60000,專科
5450,5451,30797,專科
5455,5456,42500,專科
5456,5457,34000,大學
5462,5463,56000,大學
5465,5466,57500,大學
5470,5471,76923,不拘
5474,5475,45000,高中
5476,5477,60000,專科
5481,5482,30797,專科
5486,5487,42500,專科
5487,5488,34000,大學
5493,5494,56000,大學
5496,5497,57500,大學
5501,5502,76923,不拘
5505,5506,45000,高中
5507,5508,60000,專科
5512,5513,30797,專科
5517,5518,42500,專科
5518,5519,34000,大學
5524,5525,56000,大學
5527,5528,57500,大學
5532,5533,76923,不拘
5536,5537,45000,高中
5538,5539,60000,專科
5543,5544,30797,專科
5548,5549,42500,專科
5549,5550,34000,大學
5555,5556,56000,大學
5558,5559,57500,大學
5563,5564,76923,不拘
5567,5568,45000,高中
5569,5570,60000,專科
5574,5575,30797,專科
5579,5580,42500,專科
5580,5581,34000,大學
5586,5587,56000,大學
5589,5590,57500,大學
5594,5595,76923,不拘
5598,5599,45000,高中
5600,5601,60000,專科
5605,5606,30797,專科
5610,5611,42500,專科
5611,5612,34000,大學
5617,5618,56000,大學
5620,5621,57500,大學
5625,5626,76923,不拘
5629,5630,45000,高中
5631,5632,60000,專科
5636,5637,30797,專科
5641,5642,42500,專科
5642,5643,34000,大學
5648,5649,56000,大學
5651,5652,57500,大學
5656,5657,76923,不拘
5660,5661,45000,高中
5662,5663,60000,專科
5667,5668,30797,專科
5672,5673,42500,專科
5673,5674,34000,大學
5679,5680,56000,大學
5682,5683,57500,大學
5687,5688,76923,不拘
5691,5692,45000,高中
5693,5694,60000,專科
5698,5699,30797,專科
5703,5704,42500,專科
5704,5705,34000,大學
5710,5711,56000,大學
5713,5714,57500,大學
5718,5719,76923,不拘
5722,5723,45000,高中
5724,5725,60000,專科
5729,5730,30797,專科
5734,5735,42500,專科
5735,5736,34000,大學
5741,5742,56000,大學
5744,5745,57500,大學
5749,5750,76923,不拘
5753,5754,45000,高中
5755,5756,60000,專科
5760,5761,30797,專科
5765,5766,42500,專科
5766,5767,34000,大學
5772,5773,56000,大學
5775,5776,57500,大學
5780,5781,76923,不拘
5784,5785,45000,高中
5786,5787,60000,專科
