,工作經歷,薪水
19662,0-1年,47500
19663,0-1年,48000
19665,1-3年,55000
19666,0-1年,33500
19667,1-3年,57750
19669,3-5年,110000
19671,1-3年,52500
19673,0-1年,35000
19674,0-1年,45000
19676,0-1年,65000
19680,0-1年,44000
19681,0-1年,55000
19686,0-1年,65000
19687,0-1年,90000
19688,3-5年,65000
19690,0-1年,47500
19691,1-3年,52500
19693,0-1年,47500
19694,0-1年,48000
19696,1-3年,55000
19697,0-1年,33500
19698,1-3年,57750
19700,3-5年,110000
19702,1-3年,52500
19704,0-1年,35000
19705,0-1年,45000
19707,0-1年,65000
19711,0-1年,44000
19712,0-1年,55000
19717,0-1年,65000
19718,0-1年,90000
19719,3-5年,65000
19721,0-1年,47500
19722,1-3年,52500
19724,0-1年,47500
19725,0-1年,48000
19727,1-3年,55000
19728,0-1年,33500
19729,1-3年,57750
19731,3-5年,110000
19733,1-3年,52500
19735,0-1年,35000
19736,0-1年,45000
19738,0-1年,65000
19742,0-1年,44000
19743,0-1年,55000
19748,0-1年,65000
19749,0-1年,90000
19750,3-5年,65000
19752,0-1年,47500
19753,1-3年,52500
19755,0-1年,47500
19756,0-1年,48000
19758,1-3年,55000
19759,0-1年,33500
19760,1-3年,57750
19762,3-5年,110000
19764,1-3年,52500
19766,0-1年,35000
19767,0-1年,45000
19769,0-1年,65000
19773,0-1年,44000
19774,0-1年,55000
19779,0-1年,65000
19780,0-1年,90000
19781,3-5年,65000
19783,0-1年,47500
19784,1-3年,52500
19786,0-1年,47500
19787,0-1年,48000
19789,1-3年,55000
19790,0-1年,33500
19791,1-3年,57750
19793,3-5年,110000
19795,1-3年,52500
19797,0-1年,35000
19798,0-1年,45000
19800,0-1年,65000
19804,0-1年,44000
19805,0-1年,55000
19810,0-1年,65000
19811,0-1年,90000
19812,3-5年,65000
19814,0-1年,47500
19815,1-3年,52500
19817,0-1年,47500
19818,0-1年,48000
19820,0-1年,70000
19823,3-5年,51000
19825,3-5年,57500
19826,3-5年,82000
19827,1-3年,75000
19829,5-10年,111000
19830,0-1年,36000
19831,0-1年,32190
19832,3-5年,45000
19833,0-1年,41000
19834,0-1年,45000
19838,1-3年,60000
19842,0-1年,32190
19843,0-1年,45000
19845,0-1年,70000
19850,0-1年,70000
19853,3-5年,51000
19855,3-5年,57500
19856,3-5年,82000
19857,1-3年,75000
19859,5-10年,111000
19860,0-1年,36000
19861,0-1年,32190
19862,3-5年,45000
19863,0-1年,41000
19864,0-1年,45000
19868,1-3年,60000
19872,0-1年,32190
19873,0-1年,45000
19875,0-1年,70000
19880,0-1年,70000
19883,3-5年,51000
19885,3-5年,57500
19886,3-5年,82000
19887,1-3年,75000
19889,5-10年,111000
19890,0-1年,36000
19891,0-1年,32190
19892,3-5年,45000
19893,0-1年,41000
19894,0-1年,45000
19898,1-3年,60000
19902,0-1年,32190
19903,0-1年,45000
19905,0-1年,70000
19910,0-1年,70000
19913,3-5年,51000
19915,3-5年,57500
19916,3-5年,82000
19917,1-3年,75000
19919,5-10年,111000
19920,0-1年,36000
19921,0-1年,32190
19922,3-5年,45000
19923,0-1年,41000
19924,0-1年,45000
19928,1-3年,60000
19932,0-1年,32190
19933,0-1年,45000
19935,0-1年,70000
19940,0-1年,70000
19943,3-5年,51000
19945,3-5年,57500
19946,3-5年,82000
19947,1-3年,75000
19949,5-10年,111000
19950,0-1年,36000
19951,0-1年,32190
19952,3-5年,45000
19953,0-1年,41000
19954,0-1年,45000
19958,1-3年,60000
19962,0-1年,32190
19963,0-1年,45000
19965,0-1年,70000
19966,1-3年,41000
19967,0-1年,40000
19969,1-3年,37500
19971,1-3年,40000
19972,1-3年,38000
19973,1-3年,42000
19974,1-3年,27000
19975,1-3年,37500
19976,1-3年,40000
19977,0-1年,34000
19978,0-1年,32500
19981,1-3年,36450
19982,1-3年,65000
19983,0-1年,49000
19984,0-1年,41500
19985,1-3年,45000
19986,1-3年,49500
19987,1-3年,42500
19988,1-3年,50000
19989,1-3年,50000
19990,0-1年,39000
19991,5-10年,269230
19992,5-10年,269230
19993,5-10年,269230
19994,0-1年,41000
19995,1-3年,42500
19998,3-5年,40000
19999,0-1年,35500
20000,1-3年,40000
20001,0-1年,40000
20002,3-5年,41000
20005,1-3年,42000
20006,1-3年,40000
20007,0-1年,34000
20008,0-1年,32500
20011,1-3年,36450
20012,1-3年,65000
20013,0-1年,49000
20014,0-1年,41500
20015,1-3年,45000
20016,1-3年,49500
20017,1-3年,42500
20018,1-3年,50000
20019,1-3年,50000
20020,0-1年,39000
20021,5-10年,269230
20022,5-10年,269230
20023,0-1年,37500
20024,0-1年,30500
20025,5-10年,41000
20027,0-1年,37000
20028,5-10年,50000
20029,0-1年,33400
20030,1-3年,42500
20031,0-1年,32000
20032,3-5年,70000
20037,1-3年,38000
20047,0-1年,38500
20048,0-1年,35000
20049,0-1年,40000
20050,0-1年,40000
20051,1-3年,57500
20053,1-3年,39000
20055,0-1年,35000
20056,1-3年,35000
20060,1-3年,42500
20061,0-1年,32000
20062,3-5年,70000
20067,1-3年,38000
20070,0-1年,46000
20073,5-10年,139200
20074,5-10年,139200
20075,0-1年,45000
20076,0-1年,45000
20077,0-1年,37000
20078,1-3年,50000
20079,0-1年,43500
20080,0-1年,45000
20081,0-1年,45000
20082,0-1年,45000
20083,0-1年,39000
20084,0-1年,37000
20085,1-3年,57500
20086,3-5年,55000
20087,1-3年,62500
20089,0-1年,51500
20090,0-1年,51500
20091,0-1年,51250
20098,0-1年,35000
20099,0-1年,35000
20100,0-1年,50000
20101,1-3年,40000
20102,1-3年,43500
20103,0-1年,40000
20104,0-1年,39000
20107,0-1年,34000
20108,1-3年,45000
20112,0-1年,39000
20113,3-5年,42500
20114,3-5年,42500
20115,3-5年,55000
20116,0-1年,36000
20117,1-3年,47500
20118,1-3年,35000
20119,0-1年,28000
20124,0-1年,31500
20129,1-3年,70000
20130,3-5年,88461
20132,3-5年,71153
20133,1-3年,44500
20136,3-5年,76923
20139,3-5年,42500
20142,0-1年,51500
20143,1-3年,50000
20144,3-5年,71153
20145,3-5年,84615
20159,1-3年,70000
20160,3-5年,88461
20162,3-5年,71153
20163,1-3年,44500
20166,3-5年,76923
20169,3-5年,42500
20172,0-1年,51500
20173,1-3年,50000
20174,3-5年,71153
20175,3-5年,84615
20189,1-3年,70000
20190,3-5年,88461
20192,0-1年,44000
20194,0-1年,25250
20195,1-3年,30500
20197,0-1年,41000
20201,0-1年,65000
20202,0-1年,67500
20205,0-1年,45000
20206,1-3年,35500
20207,0-1年,40000
20208,1-3年,52500
20209,1-3年,42500
20210,1-3年,45000
20211,0-1年,44000
20212,3-5年,49000
20213,3-5年,49000
20214,0-1年,44000
20215,0-1年,69230
20217,0-1年,38500
20221,1-3年,45000
20223,0-1年,50000
20224,0-1年,52500
20225,0-1年,48500
20226,0-1年,36000
20227,1-3年,42500
20229,0-1年,45000
20230,0-1年,47500
20231,1-3年,45000
20233,0-1年,28625
20235,0-1年,40000
20236,0-1年,42500
20237,0-1年,45000
20238,0-1年,41000
20239,0-1年,44100
20240,0-1年,57500
20243,1-3年,40000
20244,1-3年,84615
20247,3-5年,37500
20248,1-3年,38250
20249,1-3年,38250
20250,0-1年,42000
20251,3-5年,35000
20252,0-1年,58500
20253,0-1年,58500
20254,0-1年,40000
20255,0-1年,40000
20256,3-5年,134850
20258,0-1年,35000
20259,1-3年,35000
20260,0-1年,40000
20261,0-1年,52500
20262,0-1年,40000
20263,0-1年,52500
20264,1-3年,50000
20265,0-1年,42500
20266,3-5年,65000
20267,5-10年,55000
20268,3-5年,34000
20269,0-1年,35000
20270,0-1年,35000
20271,3-5年,58000
20272,3-5年,40000
20273,3-5年,40000
20275,1-3年,32500
20280,1-3年,40000
20281,0-1年,58500
20283,1-3年,41500
20290,1-3年,41500
20292,1-3年,34000
20293,3-5年,30000
20294,1-3年,30000
20295,1-3年,30000
20297,0-1年,30000
20298,0-1年,35000
20299,0-1年,35000
20300,1-3年,30000
20302,0-1年,35000
20304,1-3年,32000
20306,0-1年,42500
20308,0-1年,30000
20309,0-1年,31000
20311,0-1年,32000
20315,0-1年,45000
20319,0-1年,30625
20320,0-1年,34500
20321,0-1年,37500
20323,3-5年,51500
20324,0-1年,49000
20325,1-3年,42500
20326,1-3年,42500
20327,1-3年,42500
20328,1-3年,50000
20329,1-3年,55000
20331,0-1年,38000
20332,0-1年,31060
20333,1-3年,46500
20334,1-3年,37625
20335,3-5年,45000
20336,1-3年,41500
20338,3-5年,39000
20340,0-1年,40000
20341,0-1年,32500
20346,0-1年,33000
20350,1-3年,41500
20355,0-1年,36000
20356,0-1年,52500
20357,0-1年,40000
20358,0-1年,40000
20359,0-1年,52500
20360,0-1年,42500
20361,1-3年,40000
20377,0-1年,35700
20386,0-1年,48400
20387,0-1年,40870
20388,0-1年,40000
20389,0-1年,52500
20390,1-3年,34000
20391,0-1年,30850
20392,0-1年,36366
20393,0-1年,41500
20394,0-1年,42500
20395,1-3年,47500
20396,0-1年,41500
20397,0-1年,41500
20398,0-1年,41500
20399,1-3年,35000
20400,1-3年,139200
20401,1-3年,39000
20402,0-1年,35000
20403,0-1年,35000
20404,0-1年,40000
20405,0-1年,52500
20407,0-1年,32500
20408,0-1年,54500
20410,0-1年,40000
20411,1-3年,47500
20412,1-3年,47500
20413,1-3年,45000
20414,0-1年,37000
20415,0-1年,39000
20416,0-1年,38391
20417,0-1年,39000
20418,1-3年,44000
20419,1-3年,44000
20420,0-1年,40000
20421,1-3年,45000
20422,0-1年,34500
20423,0-1年,34500
20425,0-1年,31500
20428,1-3年,139200
20429,0-1年,30625
20430,0-1年,50000
20431,0-1年,40000
20432,0-1年,40000
20433,0-1年,52500
20434,0-1年,40000
20435,0-1年,52500
20436,1-3年,45000
20437,0-1年,31750
20438,0-1年,42500
20439,0-1年,42500
20441,0-1年,40000
20443,0-1年,26750
20444,1-3年,38000
20445,1-3年,47500
20446,0-1年,40000
20447,0-1年,40000
20448,0-1年,40000
20451,1-3年,32500
20452,1-3年,65000
20453,1-3年,45000
20454,1-3年,80000
20458,3-5年,55000
20459,1-3年,45000
20460,1-3年,40000
20461,1-3年,34000
20462,1-3年,34000
20463,1-3年,34000
20464,1-3年,34000
20465,0-1年,33500
20469,0-1年,40000
20470,0-1年,35000
20471,0-1年,35000
20472,1-3年,48500
20473,1-3年,55000
20475,1-3年,139200
20477,0-1年,30000
20478,0-1年,50000
20479,0-1年,40000
20480,0-1年,40000
20481,0-1年,40000
20482,0-1年,52500
20483,0-1年,40000
20484,0-1年,40000
20485,0-1年,40000
20486,0-1年,40000
20487,0-1年,40000
20491,3-5年,58000
20498,0-1年,40000
20499,0-1年,35000
20500,0-1年,35000
20501,1-3年,48500
20502,1-3年,55000
20504,1-3年,139200
20506,1-3年,41000
20508,0-1年,32625
20509,0-1年,28000
20513,0-1年,35000
20515,0-1年,45000
20516,0-1年,52500
20517,0-1年,40000
20518,0-1年,40000
20519,0-1年,52500
20520,0-1年,57500
20521,0-1年,40000
20522,0-1年,34370
20524,3-5年,60000
20525,0-1年,60000
20526,0-1年,60000
20527,0-1年,60000
20528,0-1年,34370
20529,0-1年,47350
20530,0-1年,76300
20531,0-1年,39429
20533,0-1年,31500
20534,1-3年,43000
20535,1-3年,41000
20537,1-3年,50000
20538,1-3年,42500
20541,0-1年,29232
20543,3-5年,35000
20545,0-1年,47500
20546,0-1年,37000
20547,1-3年,40000
20550,0-1年,35000
20551,3-5年,36500
20553,3-5年,32625
20554,3-5年,55000
20555,0-1年,35000
20556,0-1年,46500
20557,1-3年,47500
20558,1-3年,47500
20559,3-5年,55000
20560,1-3年,40000
20561,0-1年,70000
20562,1-3年,50000
20563,3-5年,57500
20564,1-3年,55000
20565,0-1年,38000
20566,0-1年,40906
20567,1-3年,46500
20568,1-3年,41000
20569,0-1年,46500
20573,0-1年,40906
20574,0-1年,37910
20575,5-10年,61000
20576,5-10年,61000
20577,0-1年,41000
20579,0-1年,29232
20585,0-1年,50000
20586,1-3年,40000
20587,0-1年,39000
20588,1-3年,38500
20601,1-3年,45000
20602,1-3年,45000
20604,1-3年,37500
20618,1-3年,29000
20631,1-3年,45000
20632,1-3年,45000
20634,1-3年,37500
20648,3-5年,50000
20649,3-5年,36000
20651,1-3年,50500
20652,0-1年,35000
20655,1-3年,40000
20657,1-3年,45000
20658,0-1年,165300
20659,5-10年,60000
20660,3-5年,52500
20661,0-1年,36000
20663,1-3年,70000
20664,1-3年,65000
20665,1-3年,55000
20671,1-3年,50000
20672,0-1年,45000
20673,1-3年,45500
20677,3-5年,50000
20678,3-5年,36000
20680,1-3年,50500
20681,0-1年,35000
20684,1-3年,40000
20686,1-3年,45000
20687,0-1年,165300
20688,5-10年,60000
20689,3-5年,52500
20690,0-1年,36000
20692,1-3年,70000
20693,1-3年,65000
20694,1-3年,55000
20700,1-3年,50000
20701,0-1年,45000
20702,1-3年,45500
20706,3-5年,50000
20707,3-5年,36000
20709,1-3年,50500
20710,0-1年,35000
20713,1-3年,40000
20715,1-3年,45000
20716,0-1年,165300
20717,5-10年,60000
20718,3-5年,52500
20719,0-1年,36000
20721,1-3年,70000
20722,1-3年,65000
20723,1-3年,55000
20727,0-1年,39000
20728,1-3年,38000
20732,0-1年,50000
20733,1-3年,50000
20734,3-5年,38000
20735,1-3年,35000
20736,0-1年,47625
20745,1-3年,36000
20746,1-3年,38000
20747,0-1年,39000
20748,0-1年,39000
20749,0-1年,46153
20757,0-1年,39000
20758,1-3年,38000
20762,0-1年,50000
20763,1-3年,50000
20764,3-5年,38000
20765,1-3年,35000
20766,0-1年,47625
20769,0-1年,52500
20770,0-1年,52500
20771,0-1年,34000
20774,0-1年,47500
20775,0-1年,34000
20776,3-5年,55000
20777,0-1年,41500
20779,0-1年,47500
20780,3-5年,43500
20781,1-3年,40000
20782,0-1年,35500
20783,0-1年,30000
20784,0-1年,32016
20787,5-10年,70000
20788,0-1年,40000
20789,1-3年,42500
20790,1-3年,39000
20791,1-3年,44000
20792,0-1年,36000
20794,0-1年,35000
20795,0-1年,35000
20796,0-1年,37000
20797,0-1年,40000
20798,0-1年,40000
20799,0-1年,41500
20800,0-1年,41000
20801,1-3年,55000
20802,1-3年,40000
20803,0-1年,44000
20804,1-3年,44000
20805,0-1年,42500
20806,0-1年,38000
20807,0-1年,46500
20808,1-3年,46500
20811,1-3年,36000
20812,1-3年,42307
20815,3-5年,37500
20820,1-3年,51000
20821,1-3年,47500
20823,5-10年,50000
20824,0-1年,60000
20825,0-1年,60000
20827,0-1年,45000
20828,0-1年,45000
20831,0-1年,49000
20832,0-1年,40000
20834,0-1年,38500
20835,0-1年,32000
20836,0-1年,47500
20840,1-3年,43000
20844,0-1年,38000
20850,1-3年,51000
20851,1-3年,47500
20853,5-10年,50000
20854,0-1年,35000
20855,1-3年,37500
20856,0-1年,40000
20857,3-5年,50000
20858,1-3年,45000
20860,1-3年,65000
20862,0-1年,47500
20863,1-3年,53000
20865,0-1年,35000
20873,0-1年,37500
20875,1-3年,35000
20877,0-1年,47500
20878,0-1年,45000
20879,0-1年,33000
20880,0-1年,35000
20891,1-3年,55000
20892,0-1年,47500
20893,1-3年,53000
20895,0-1年,35000
20903,0-1年,37500
20905,1-3年,35000
20907,0-1年,47500
20908,0-1年,45000
20909,0-1年,33000
20910,0-1年,35000
20921,1-3年,55000
20922,0-1年,47500
20923,1-3年,53000
20925,0-1年,35000
20933,0-1年,37500
20935,1-3年,35000
20937,0-1年,47500
20938,0-1年,45000
20939,0-1年,33000
20940,0-1年,35000
20951,1-3年,55000
20952,0-1年,47500
20953,1-3年,53000
20955,0-1年,35000
20960,0-1年,45000
20964,1-3年,30000
20965,1-3年,50000
20966,0-1年,40000
20968,1-3年,53846
20969,0-1年,32000
20970,3-5年,76923
20971,3-5年,73076
20972,0-1年,48000
20973,3-5年,96153
20974,5-10年,85000
20976,1-3年,47500
20978,3-5年,55000
20979,0-1年,28000
20980,0-1年,30000
20981,0-1年,28000
20983,1-3年,38500
20984,1-3年,36000
20985,1-3年,38500
20986,1-3年,38000
20987,1-3年,65000
20988,1-3年,47500
20989,3-5年,60000
20990,0-1年,92307
20992,0-1年,30000
20993,0-1年,37000
20994,1-3年,40500
20995,1-3年,70000
20996,1-3年,65000
20997,1-3年,50000
20998,1-3年,53846
20999,0-1年,32000
21000,3-5年,76923
21001,3-5年,73076
21002,0-1年,48000
21003,3-5年,96153
21004,5-10年,85000
21006,1-3年,47500
21008,3-5年,55000
21009,0-1年,28000
21010,0-1年,30000
21015,1-3年,33000
21017,0-1年,35000
21018,1-3年,35000
21019,0-1年,35000
21020,3-5年,50000
21021,3-5年,50000
21022,0-1年,42500
21023,1-3年,37500
21024,1-3年,37500
21025,1-3年,120000
21026,0-1年,60000
21027,1-3年,40000
21028,1-3年,40000
21029,0-1年,60000
21030,1-3年,100000
21031,5-10年,115384
21032,5-10年,115384
21033,1-3年,75000
21034,1-3年,75000
21035,0-1年,60000
21036,0-1年,60000
21037,1-3年,75000
21038,1-3年,75000
21039,5-10年,115384
21040,5-10年,115384
21045,1-3年,42500
21047,1-3年,60000
21048,0-1年,34000
21049,3-5年,47500
21051,1-3年,45000
21057,1-3年,75000
21058,1-3年,65000
21059,0-1年,60000
21060,1-3年,42500
21061,3-5年,33000
21062,0-1年,35000
21063,0-1年,80000
21064,1-3年,55000
21066,1-3年,52500
21067,1-3年,61538
21068,1-3年,61538
21069,5-10年,84615
21070,3-5年,61538
21071,1-3年,61538
21072,1-3年,69230
21073,1-3年,52500
21075,1-3年,42500
21077,1-3年,60000
21078,0-1年,34000
21079,3-5年,47500
21081,1-3年,45000
21087,1-3年,75000
21088,1-3年,65000
21089,0-1年,60000
21090,1-3年,42500
21091,3-5年,33000
21092,0-1年,35000
21093,0-1年,80000
21094,1-3年,55000
21096,1-3年,52500
21097,1-3年,61538
21098,1-3年,61538
21099,5-10年,84615
21100,3-5年,61538
21101,1-3年,61538
21102,1-3年,69230
21103,1-3年,52500
21105,1-3年,42500
21107,1-3年,60000
21108,0-1年,34000
21109,3-5年,47500
21111,1-3年,45000
21117,1-3年,75000
21118,1-3年,65000
21119,0-1年,60000
21120,1-3年,42500
21121,3-5年,33000
21122,0-1年,35000
21123,0-1年,80000
21124,1-3年,55000
21126,1-3年,52500
21127,1-3年,61538
21128,1-3年,61538
21129,5-10年,84615
21130,3-5年,61538
21131,1-3年,61538
21132,1-3年,69230
21133,1-3年,52500
21135,1-3年,42500
21137,1-3年,60000
21138,0-1年,34000
21139,3-5年,47500
21141,1-3年,45000
21147,1-3年,75000
21148,1-3年,65000
21149,0-1年,60000
21150,1-3年,42500
21151,0-1年,25250
21152,0-1年,25250
21155,0-1年,50000
21162,1-3年,40000
21163,0-1年,43500
21164,1-3年,47500
21165,3-5年,62500
21166,1-3年,50000
21167,0-1年,41500
21169,3-5年,50000
21170,0-1年,31320
21171,0-1年,29580
21172,1-3年,45000
21175,0-1年,32000
21176,1-3年,36500
21177,1-3年,45000
21178,0-1年,52500
21179,3-5年,50000
21180,1-3年,35000
21181,0-1年,50000
21182,0-1年,50000
21183,0-1年,50000
21184,0-1年,31320
21185,1-3年,50000
21186,0-1年,50000
21187,0-1年,50000
21188,0-1年,41000
21189,0-1年,50000
21190,0-1年,65000
21193,0-1年,50000
21195,1-3年,67307
21196,1-3年,50000
21197,0-1年,41500
21199,3-5年,50000
21200,0-1年,31320
21201,0-1年,29580
21202,1-3年,45000
21205,0-1年,32000
21206,1-3年,36500
21207,1-3年,45000
21208,0-1年,52500
21209,3-5年,50000
21210,1-3年,35000
21211,0-1年,40000
21212,3-5年,43500
21213,0-1年,43500
21214,0-1年,38000
21219,0-1年,38000
21220,0-1年,42000
21222,0-1年,41500
21231,1-3年,50000
21232,0-1年,37500
21234,3-5年,36000
21235,0-1年,50000
21236,1-3年,33500
21241,0-1年,40000
21242,3-5年,43500
21243,0-1年,43500
21244,0-1年,38000
21249,0-1年,38000
21250,0-1年,42000
21252,0-1年,41500
21261,1-3年,50000
21262,0-1年,37500
21264,3-5年,36000
21265,0-1年,50000
21266,1-3年,33500
21271,0-1年,40000
21272,3-5年,43500
21273,0-1年,43500
21274,0-1年,38000
21279,0-1年,38000
21280,0-1年,42000
21282,0-1年,41500
21291,1-3年,50000
21292,0-1年,37500
21294,3-5年,36000
21295,0-1年,50000
21296,1-3年,33500
21301,0-1年,40000
21302,3-5年,43500
21303,0-1年,43500
21304,0-1年,38000
21309,0-1年,38000
21310,0-1年,42000
21312,0-1年,41500
21321,1-3年,50000
21322,0-1年,37500
21324,3-5年,36000
21325,0-1年,50000
21326,1-3年,33500
21331,0-1年,40000
21332,3-5年,43500
21333,0-1年,43500
21334,0-1年,38000
21339,0-1年,38000
21340,0-1年,42000
21342,0-1年,41500
21351,1-3年,50000
21352,0-1年,37500
21354,3-5年,36000
21355,0-1年,50000
21356,1-3年,33500
21361,0-1年,40000
21362,3-5年,43500
21363,0-1年,43500
21364,0-1年,38000
21369,0-1年,38000
21370,0-1年,42000
21372,0-1年,41500
21381,1-3年,50000
21382,0-1年,37500
21384,3-5年,36000
21385,0-1年,50000
21386,1-3年,33500
21391,0-1年,40000
21392,3-5年,43500
21393,0-1年,43500
21394,0-1年,38000
